SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019
50,4,8,8,31,Colorado,Denver County,603012,620250,634965,649270,664540,683328,696273,704869,716340,725508
50,4,8,8,33,Colorado,Dolores County,2069,2044,2009,2033,1976,1980,2055,2044,2056,2042
50,4,8,8,35,Colorado,Douglas County,287011,292626,298826,306407,314783,322333,328680,336347,343780,351842
50,4,8,8,37,Colorado,Eagle County,52098,52048,52330,52814,53276,53863,54578,55022,55087,55183
50,4,8,8,39,Colorado,Elbert County,23137,23175,23276,23543,24035,24634,25130,25735,26267,26707
50,4,8,8,41,Colorado,El Paso County,627088,637376,645900,655178,662968,674094,688671,700838,712746,721929
50,4,8,8,43,Colorado,Fremont County,46834,47393,47072,46360,46185,46327,47047,47633,48070,48009
50,4,8,8,45,Colorado,Garfield County,56072,56049,56765,56945,57174,57724,58839,59065,59722,60031
50,4,8,8,47,Colorado,Gilpin County,5471,5429,5432,5535,5754,5813,5920,6024,6131,6232
50,4,8,8,49,Colorado,Grand County,14795,14564,14227,14320,14569,14742,15198,15385,15556,15748
50,4,8,8,51,Colorado,Gunnison County,15290,15267,15390,15597,15786,16125,16447,16896,17177,17480
50,4,8,8,53,Colorado,Hinsdale County,844,825,802,803,772,762,783,788,786,789
50,4,8,8,55,Colorado,Huerfano County,6681,6527,6567,6465,6399,6408,6583,6632,6877,6868
50,4,8,8,57,Colorado,Jackson County,1388,1357,1325,1338,1385,1352,1356,1376,1403,1397
50,4,8,8,59,Colorado,Jefferson County,535567,540582,546736,552242,559099,565240,571823,576041,580027,582800
50,4,8,8,61,Colorado,Kiowa County,1404,1432,1410,1393,1382,1386,1346,1368,1385,1417
50,4,8,8,63,Colorado,Kit Carson County,8271,8183,8088,8259,8028,8223,7632,7149,7166,7161
50,4,8,8,65,Colorado,Lake County,7263,7344,7259,7276,7333,7455,7591,7769,7807,8072
50,4,8,8,67,Colorado,La Plata County,51416,51886,52489,53432,53941,54776,55459,55717,56511,56440
50,4,8,8,69,Colorado,Larimer County,300453,305320,310983,316426,324272,333637,339394,344509,351045,357241
50,4,8,8,71,Colorado,Las Animas County,15422,15054,14996,14404,14054,14048,14085,14237,14460,14415
50,4,8,8,73,Colorado,Lincoln County,5471,5420,5441,5435,5503,5545,5546,5526,5595,5694
50,4,8,8,75,Colorado,Logan County,22749,22577,22360,22182,22446,22484,22427,22314,22286,22409
50,4,8,8,77,Colorado,Mesa County,146266,147205,147360,147249,147215,148159,149882,151435,153339,154552
50,4,8,8,79,Colorado,Mineral County,704,711,719,732,703,742,756,753,774,756
50,4,8,8,81,Colorado,Moffat County,13795,13424,13172,13129,12941,12946,13155,13095,13148,13209
50,4,8,8,83,Colorado,Montezuma County,25576,25489,25497,25575,25551,25763,26063,26187,26303,26369
50,4,8,8,85,Colorado,Montrose County,41182,40980,40675,40584,40622,40609,41183,41795,42309,42791
50,4,8,8,87,Colorado,Morgan County,28243,28450,28243,28217,28098,28245,28178,28275,28754,28938
50,4,8,8,89,Colorado,Otero County,18857,18837,18631,18449,18334,18182,18279,18344,18354,18243
50,4,8,8,91,Colorado,Ouray County,4457,4424,4508,4554,4576,4611,4794,4815,4834,5005
50,4,8,8,93,Colorado,Park County,16278,16060,16052,16190,16392,16739,17372,17935,18583,18881
50,4,8,8,95,Colorado,Phillips County,4471,4402,4417,4384,4394,4328,4307,4339,4343,4359
50,4,8,8,97,Colorado,Pitkin County,17156,17177,17303,17474,17730,17962,18009,18027,18066,17902
50,4,8,8,99,Colorado,Prowers County,12546,12500,12422,12319,12064,11937,11937,11990,12038,12106
50,4,8,8,101,Colorado,Pueblo County,159401,160208,160763,161096,161434,163101,164883,166370,167574,168409
50,4,8,8,103,Colorado,Rio Blanco County,6623,6751,6763,6699,6604,6487,6443,6362,6347,6350
50,4,8,8,105,Colorado,Rio Grande County,12022,11914,11867,11674,11505,11355,11354,11300,11274,11277
50,4,8,8,107,Colorado,Routt County,23434,23256,23283,23610,24085,24388,24737,25220,25489,25579
50,4,8,8,109,Colorado,Saguache County,6135,6187,6331,6240,6195,6250,6413,6632,6837,6829
50,4,8,8,111,Colorado,San Juan County,708,690,692,692,712,690,691,713,760,723
50,4,8,8,113,Colorado,San Miguel County,7358,7491,7588,7632,7751,7850,8032,8049,8195,8169
50,4,8,8,115,Colorado,Sedgwick County,2371,2371,2377,2338,2332,2373,2399,2314,2284,2274
50,4,8,8,117,Colorado,Summit County,28075,28048,28307,28741,29333,30064,30573,30848,30771,30851
50,4,8,8,119,Colorado,Teller County,23474,23378,23456,23372,23458,23421,24098,24713,25158,25408
50,4,8,8,121,Colorado,Washington County,4808,4750,4689,4731,4720,4775,4824,4909,4861,4869
50,4,8,8,123,Colorado,Weld County,254224,258867,264025,270105,277480,286493,296330,306571,315360,324703
50,4,8,8,125,Colorado,Yuma County,10054,10138,10107,10139,10191,10044,10057,9976,9964,10020
40,1,1,9,0,Connecticut,Connecticut,3579173,3588632,3595211,3595792,3595697,3588561,3579830,3575324,3574561,3566022
50,1,1,9,1,Connecticut,Fairfield County,919371,928099,935293,940189,944524,945323,945096,944107,945511,944388
50,1,1,9,3,Connecticut,Hartford County,895214,896900,897795,897837,897618,896563,894282,893141,892767,891349
50,1,1,9,5,Connecticut,Litchfield County,189762,188979,187591,186866,185380,184171,182837,181719,181151,180396
50,1,1,9,7,Connecticut,Middlesex County,165624,166199,165677,165390,164857,163809,163403,163058,163053,162538
50,1,1,9,9,Connecticut,New Haven County,863398,863974,864732,863035,863149,860506,858159,857845,856895,853818
50,1,1,9,11,Connecticut,New London County,274019,273086,274173,273093,271593,269818,268639,267829,267089,265784
50,1,1,9,13,Connecticut,Tolland County,153242,153066,152005,151831,151766,151815,151223,151136,150913,150865
50,1,1,9,15,Connecticut,Windham County,118543,118329,117945,117551,116810,116556,116191,116489,117182,116884
40,3,5,10,0,Delaware,Delaware,899647,907590,915518,924062,933131,942065,949989,957942,966985,976668
50,3,5,10,1,Delaware,Kent County,162972,165161,167370,169144,171600,173308,174776,176754,178954,181492
50,3,5,10,3,Delaware,New Castle County,538792,542031,545053,548614,551124,553929,555582,556491,557983,559941
50,3,5,10,5,Delaware,Sussex County,197883,200398,203095,206304,210407,214828,219631,224697,230048,235235
40,3,5,11,0,District of Columbia,District of Columbia,605282,620290,635737,651559,663603,677014,687576,697079,704147,708253
50,3,5,11,1,District of Columbia,District of Columbia,605282,620290,635737,651559,663603,677014,687576,697079,704147,708253
40,3,5,12,0,Florida,Florida,18846143,19055607,19302016,19551678,19853880,20219111,20627237,20977089,21254926,21492056
50,3,5,12,1,Florida,Alachua County,247624,249879,251596,252585,255606,259215,264127,266501,269190,269489
50,3,5,12,3,Florida,Baker County,27067,27055,27059,27008,27123,27357,27903,28255,28381,29288
50,3,5,12,5,Florida,Bay County,169209,169587,171818,174704,178435,181678,183765,184841,186555,173895
50,3,5,12,7,Florida,Bradford County,28536,28430,27052,26804,26562,26759,26756,27158,27759,28348
50,3,5,12,9,Florida,Brevard County,544000,544442,547119,550478,555838,566133,577380,588165,594978,601024
50,3,5,12,11,Florida,Broward County,1752843,1787096,1814468,1836869,1861259,1885435,1913780,1935945,1948058,1955475
50,3,5,12,13,Florida,Calhoun County,14657,14725,14673,14582,14456,14412,14346,14463,14593,14140
50,3,5,12,15,Florida,Charlotte County,159897,159926,162840,164801,168208,172607,178046,181998,185204,189669
50,3,5,12,17,Florida,Citrus County,141177,139782,139215,138888,138907,140397,142988,145619,147920,150153
50,3,5,12,19,Florida,Clay County,191453,192335,193909,195732,198687,202552,207401,212381,215902,219014
50,3,5,12,21,Florida,Collier County,322576,327670,332330,339133,347401,356288,365894,373286,378657,385917
50,3,5,12,23,Florida,Columbia County,67558,67326,67903,67444,67821,68277,69300,70051,70719,71766
50,3,5,12,27,Florida,DeSoto County,34935,34847,35003,34903,35333,35644,36228,37159,37128,37821
50,3,5,12,29,Florida,Dixie County,16399,16403,16152,16084,16041,16352,16455,16609,16692,16887
50,3,5,12,31,Florida,Duval County,865653,872483,880349,886277,897094,911106,927038,939167,950469,959853
50,3,5,12,33,Florida,Escambia County,298069,299478,303556,306879,308200,309630,311975,313882,315857,319379
50,3,5,12,35,Florida,Flagler County,96065,97473,98461,99845,101961,104533,107608,110316,112415,115481
50,3,5,12,37,Florida,Franklin County,11523,11471,11609,11520,11656,11702,11834,11730,11694,12113
50,3,5,12,39,Florida,Gadsden County,47792,47372,46571,46084,46113,46057,46069,45984,45933,45670
50,3,5,12,41,Florida,Gilchrist County,17006,17002,16908,16972,17007,17394,17607,17899,18263,18572
50,3,5,12,43,Florida,Glades County,12877,12842,12676,12680,12956,13115,13421,13591,13762,13914
50,3,5,12,45,Florida,Gulf County,15826,15767,15769,15887,16011,15944,16082,16115,16137,13498
50,3,5,12,47,Florida,Hamilton County,14686,14596,14726,14344,14071,14275,14309,14397,14289,14470
50,3,5,12,49,Florida,Hardee County,27731,27681,27433,27307,27259,27167,27228,27172,27106,26806
50,3,5,12,51,Florida,Hendry County,39005,38968,37864,37802,38467,39242,40097,41074,41306,42069
50,3,5,12,53,Florida,Hernando County,172978,172877,172777,173721,175411,178036,182668,186899,190851,194290
50,3,5,12,55,Florida,Highlands County,98637,98493,98244,98118,98636,100204,102058,103828,104453,105890
50,3,5,12,57,Florida,Hillsborough County,1233511,1255639,1279861,1304474,1332742,1364645,1398093,1428960,1455351,1476431
50,3,5,12,59,Florida,Holmes County,19844,19841,19704,19604,19578,19292,19426,19458,19512,19661
50,3,5,12,61,Florida,Indian River County,138277,139122,140515,141961,144532,147547,151281,154260,157023,159739
50,3,5,12,63,Florida,Jackson County,49651,49204,49111,48885,48737,48617,48325,48288,48089,46257
50,3,5,12,65,Florida,Jefferson County,14754,14527,14218,14212,14061,14121,13985,14226,14358,14280
50,3,5,12,67,Florida,Lafayette County,8809,8801,8791,8819,8860,8722,8760,8603,8649,8384
50,3,5,12,69,Florida,Lake County,297724,300547,303806,308088,315493,325338,335209,345848,357086,366941
50,3,5,12,71,Florida,Lee County,620481,631198,644451,660197,677710,700243,723467,741188,755159,772268
50,3,5,12,73,Florida,Leon County,275981,278420,283707,282006,283923,286098,286960,291125,291905,293866
50,3,5,12,75,Florida,Levy County,40727,40165,39835,39449,39317,39630,39885,40339,40839,41620
50,3,5,12,77,Florida,Liberty County,8352,8266,8304,8360,8419,8412,8307,8234,8421,8341
50,3,5,12,79,Florida,Madison County,19251,19134,18973,18757,18607,18485,18342,18512,18623,18599
50,3,5,12,81,Florida,Manatee County,323442,327619,333965,342024,351080,362821,375538,385458,394043,402977
50,3,5,12,83,Florida,Marion County,331341,332325,333945,335196,338165,342388,347958,353953,359630,365997
50,3,5,12,85,Florida,Martin County,146912,147904,149032,151197,153218,155674,158425,159716,160661,161212
50,3,5,12,86,Florida,Miami-Dade County,2506986,2544511,2576473,2609570,2634056,2659549,2689890,2709126,2709711,2711612
50,3,5,12,87,Florida,Monroe County,73226,73988,74596,75878,76353,76758,76968,76556,74362,73897
50,3,5,12,89,Florida,Nassau County,73526,74166,74546,75428,76309,78022,80168,83024,85923,88583
50,3,5,12,91,Florida,Okaloosa County,180725,183205,189957,192969,195074,198310,200912,204275,207731,211411
50,3,5,12,93,Florida,Okeechobee County,40014,39854,39693,39464,39550,39833,40767,41248,41601,42141
50,3,5,12,95,Florida,Orange County,1148590,1170699,1202716,1227761,1257031,1291844,1327775,1357720,1383657,1395371
50,3,5,12,97,Florida,Osceola County,269841,278669,288932,299322,311150,323860,338182,353306,367359,374170
50,3,5,12,99,Florida,Palm Beach County,1323631,1336875,1355149,1376782,1399064,1424772,1451469,1470583,1482833,1497800
50,3,5,12,101,Florida,Pasco County,465516,466529,469755,474501,483590,495130,510319,525533,539129,554032
50,3,5,12,103,Florida,Pinellas County,916428,918574,921863,928755,936862,947664,960527,968886,973343,975367
50,3,5,12,105,Florida,Polk County,603119,610026,615581,622808,634624,648823,666271,685790,707095,724967
50,3,5,12,107,Florida,Putnam County,74223,73657,72936,72380,71987,71961,72410,73418,73968,74309
50,3,5,12,109,Florida,St. Johns County,191268,196165,202164,209579,218009,226582,235192,244067,254007,265068
50,3,5,12,111,Florida,St. Lucie County,278290,280481,283042,285437,290207,297471,305775,313207,320340,328063
50,3,5,12,113,Florida,Santa Rosa County,152924,155796,158285,160519,162840,166451,170224,174413,179573,184587
50,3,5,12,115,Florida,Sarasota County,379942,382298,386585,390153,396636,405099,413395,420073,426890,435006
50,3,5,12,117,Florida,Seminole County,423072,426382,430626,435640,441583,448535,456266,463052,468195,471791
50,3,5,12,119,Florida,Sumter County,94286,98011,101727,106980,112354,117229,122249,125298,129351,133772
50,3,5,12,121,Florida,Suwannee County,42329,43365,43533,43578,43777,43670,43849,44125,44206,44420
50,3,5,12,123,Florida,Taylor County,22594,22666,22760,22880,22591,22362,22098,21784,21525,21537
50,3,5,12,125,Florida,Union County,15551,15308,15266,15165,15260,15268,15256,15455,15302,15213
50,3,5,12,127,Florida,Volusia County,494462,494558,496711,500702,507050,517144,529100,538755,547117,554065
50,3,5,12,129,Florida,Wakulla County,30824,30977,30860,31009,31418,31529,31894,32055,32369,33636
50,3,5,12,131,Florida,Walton County,55214,55613,57215,59232,61244,63145,65488,68110,70874,74127
50,3,5,12,133,Florida,Washington County,24726,24516,24747,24506,24300,24556,24469,24577,24845,25647
40,3,5,13,0,Georgia,Georgia,9712209,9803630,9903580,9975592,10071204,10183353,10308442,10417031,10519389,10628020
50,3,5,13,1,Georgia,Appling County,18337,18459,18382,18367,18469,18420,18443,18447,18538,18389
50,3,5,13,3,Georgia,Atkinson County,8363,8359,8254,8263,8211,8331,8293,8257,8344,8269
50,3,5,13,5,Georgia,Bacon County,11062,11150,11152,11174,11178,11225,11268,11204,11096,11098
50,3,5,13,7,Georgia,Baker County,3431,3311,3370,3346,3287,3192,3185,3158,3089,3047
50,3,5,13,9,Georgia,Baldwin County,45703,45178,46522,46191,45920,45566,45260,44993,45001,45006
50,3,5,13,11,Georgia,Banks County,18404,18245,18128,18216,18220,18375,18292,18607,18918,19175
50,3,5,13,13,Georgia,Barrow County,69670,69835,70128,71233,72843,74979,77108,79086,81105,83581
50,3,5,13,15,Georgia,Bartow County,100041,100110,100241,100923,101251,102063,103418,105190,106488,107757
50,3,5,13,17,Georgia,Ben Hill County,17649,17595,17608,17461,17462,17368,17267,17059,16794,16711
50,3,5,13,19,Georgia,Berrien County,19361,19380,19160,19059,18813,18989,18968,19071,19207,19377
50,3,5,13,21,Georgia,Bibb County,155878,156297,156701,155138,154447,154068,153212,152920,153069,153191
50,3,5,13,23,Georgia,Bleckley County,13033,13077,12888,12742,12706,12710,12868,12769,12833,12923
50,3,5,13,25,Georgia,Brantley County,18462,18549,18522,18253,18368,18443,18425,18848,19021,19124
50,3,5,13,27,Georgia,Brooks County,16246,15982,15616,15648,15524,15672,15732,15641,15491,15518
50,3,5,13,29,Georgia,Bryan County,30404,31300,32293,33082,33726,34860,35916,37091,38151,39692
50,3,5,13,31,Georgia,Bulloch County,70560,72642,73114,71830,72667,73137,74660,76046,77332,79718
50,3,5,13,33,Georgia,Burke County,23343,23513,23054,22832,22629,22644,22638,22553,22501,22497
50,3,5,13,35,Georgia,Butts County,23776,23603,23431,23216,23337,23516,23738,24064,24172,24917
50,3,5,13,37,Georgia,Calhoun County,6697,6625,6568,6598,6513,6536,6359,6393,6340,6184
50,3,5,13,39,Georgia,Camden County,50680,50344,51402,51478,52000,52549,52602,53211,53816,54784
50,3,5,13,43,Georgia,Candler County,11013,11199,11090,10950,10853,10864,10837,10698,10813,10835
50,3,5,13,45,Georgia,Carroll County,110655,110733,111428,112290,113970,114501,116180,117437,118094,120115
50,3,5,13,47,Georgia,Catoosa County,64073,64771,64893,65258,65516,65841,66350,66570,67402,67585
50,3,5,13,49,Georgia,Charlton County,12850,13452,13350,13103,13046,13238,12850,12779,12826,13277
50,3,5,13,51,Georgia,Chatham County,265799,271665,276243,277790,282396,286239,289055,289771,289771,290185
50,3,5,13,53,Georgia,Chattahoochee County,11185,11270,12293,12271,11738,11075,10065,10197,10548,10991
50,3,5,13,55,Georgia,Chattooga County,25958,25689,25635,25062,24871,24918,24847,24757,24836,24846
50,3,5,13,57,Georgia,Cherokee County,215226,217769,220690,224372,230239,235424,241929,247944,254277,259475
50,3,5,13,59,Georgia,Clarke County,117389,118229,119915,120927,120437,123621,124873,126674,127179,128238
50,3,5,13,61,Georgia,Clay County,3176,3163,3107,3017,3074,3080,3015,2971,2901,2901
50,3,5,13,63,Georgia,Clayton County,259899,262081,265371,264133,266757,272874,279346,284175,289229,292404
50,3,5,13,65,Georgia,Clinch County,6764,6719,6688,6756,6780,6828,6762,6658,6601,6637
50,3,5,13,67,Georgia,Cobb County,689542,696629,706517,716265,727847,739428,748767,753361,757133,761060
50,3,5,13,69,Georgia,Coffee County,42729,42998,43131,43084,42893,42998,42924,42871,43060,43278
50,3,5,13,71,Georgia,Colquitt County,45638,45778,46029,46139,45880,45486,45471,45501,45467,45569
50,3,5,13,73,Georgia,Columbia County,124951,128832,132601,136232,139223,143991,147622,151757,154399,157129
50,3,5,13,75,Georgia,Cook County,17184,17036,16906,17055,17307,17076,17175,17217,17161,17241
50,3,5,13,77,Georgia,Coweta County,127939,129390,130614,132980,135191,138217,140561,143218,146063,148504
50,3,5,13,79,Georgia,Crawford County,12577,12576,12567,12474,12395,12351,12250,12236,12273,12345
50,3,5,13,81,Georgia,Crisp County,23436,23753,23593,23304,23064,22961,22882,22675,22572,22382
50,3,5,13,83,Georgia,Dade County,16632,16605,16528,16466,16299,16176,16249,16270,16238,16103
50,3,5,13,85,Georgia,Dawson County,22325,22334,22511,22730,23024,23371,23664,24410,25106,26091
50,3,5,13,87,Georgia,Decatur County,27815,27655,27449,27401,27183,27063,26682,26727,26613,26496
50,3,5,13,89,Georgia,DeKalb County,692536,698496,710783,718026,725247,734846,747299,751680,755514,759932
50,3,5,13,91,Georgia,Dodge County,21756,21606,21511,21424,21167,21133,20866,20777,20858,20672
50,3,5,13,93,Georgia,Dooly County,14850,14610,14414,14373,14248,14033,13870,13694,13718,13400
50,3,5,13,95,Georgia,Dougherty County,94521,95080,94716,93441,92775,91556,90365,89537,89247,87854
50,3,5,13,97,Georgia,Douglas County,132575,133128,133597,136081,138082,140264,141824,143563,145260,146680
50,3,5,13,99,Georgia,Early County,10983,10791,10641,10543,10451,10459,10310,10313,10255,10176
50,3,5,13,101,Georgia,Echols County,4014,4063,3965,3992,4027,4024,3934,3888,3933,3963
50,3,5,13,103,Georgia,Effingham County,52469,52709,53360,54456,55452,57125,58705,60121,62274,64342
